customer_id,Name,email,Country,Gender,Age,Booking_Date,Check_In,Check_Out,Num_Guests,Guest_Type,Meal_Type,Room_Type,Market_Segment,Deposit_Type,Customer_Type,Previous_Cancellations,Total_Nights,ADR,Total_Revenue,Lead_Time,Parking_Space,Special_Requests,Booking_Status,Rating,Review_Score,Loyalty_Points,Is_Repeated_Guest,Previous_Bookings_Not_Canceled,Agent_ID,Company_ID
CUST_1426,Hailey Harrison,uzamora@example.net,,Non-Binary,42.0,2023-07-27,2023-07-28,2023-07-29,3.0,single,BB,F,Offline TA/TO,Refundable,Transient,5,7.0,250.0,1105,372,no,3,confirmed,good,10.0,,0.0,NA,A_034,C_101
CUST_1427,Thomas Arroyo,cruzeddie@example.com,Argentina,M,44.0,2023-07-27,2023-07-28,2023-07-29,0.0,group,hb,e,direct,Refundable,transient,0,2.0,250.0,71,11,yes,,Confirmed,N/A,,100.0,,NA,,C_101
CUST_1428,Adam Jordan,morenosteven@example.net,,M,87.0,2023-07-27,2023-07-28,2023-07-29,1.0,single,Half Board,P,groups,Non Refund,group,4,14.0,100.0,462,382,1,0,no-show,,10.0,200.0,0.0,3,A_046,C_101
CUST_1429,Crystal Smith,carl63@example.com,Italy,Male,68.0,2023-07-28,2023-07-29,2023-07-30,2.0,Adults,FB,c,Aviation,No deposit,Transient-Party,999,5.0,300.0,202,226,yes,0,confirmed,8,,200.0,0.0,0,A_031,C_102
CUST_1430,Jennifer Castro,michaelstrickland@example.com,DEU,FEMALE,72.0,2023-07-28,2023-07-29,2023-07-30,4.0,transient,FB,p,Corporate,refundable,Transient-Party,0,2.0,200.0,1463,106,NA,2,No-Show,10,10.0,,0.0,1,A_029,C_104
CUST_1431,Christopher Mclaughlin,jeffreysmith@example.com,Argentina,Non-Binary,33.0,2023-07-28,2023-07-29,2023-07-30,0.0,single,Bed & Breakfast,p,ONLINE TA,Non-Refund,transient-party,0,0.0,5000.0,1363,499,Y,3,no-show,1,6.0,1000.0,0.0,NA,A_001,C_104
CUST_1432,Jamie Baker,yhoffman@example.com,USA,Female,47.0,2023-07-28,2023-07-29,2023-07-30,0.0,Family,FB,H,Online TA,Refundable,Group,0,3.0,50.0,872,439,no,3,Canceled,2,,0.0,,0,A_037,C_101
CUST_1433,David Duran,todd59@example.net,Australia,Female,45.0,2023-07-28,2023-07-29,2023-07-30,3.0,transient,SC,C,Complementary,Non Refund,transient-party,1,7.0,80.0,824,381,no,1,PendingCXL,1,6.0,,1.0,0,A_035,C_102
CUST_1434,Robert Cohen,madisonbrewer@example.net,,F,31.0,2023-07-28,2023-07-29,2023-07-30,2.0,Family,,d,,Non-Refund,Contract,0,-3.0,200.0,675,78,0,None,confirmed,6,8.0,0.0,0.0,2,A_033,C_104
CUST_1435,Patrick Lamb,phillipsbruce@example.org,Germany,FEMALE,63.0,2023-07-28,2023-07-29,2023-07-30,0.0,Transient,BB,G,complementary,no deposit,transient,1,2.0,100.0,1016,211,Y,4,Check-Out,4,,50.0,0.0,1,A_033,C_105
CUST_1436,Scott White,john66@example.net,United Kingdom,Other,59.0,2023-07-29,2023-07-30,2023-07-31,3.0,Adults,hb,h,corporate,Refundable,contract,4,300.0,250.0,1232,158,N,0,check-out,fair,,100.0,0.0,0,A_010,C_101
CUST_1437,Mallory Williamson,evansjames@example.com,Germany,Other,40.0,2023-07-29,2023-07-30,2023-07-31,2.0,Single,fb,D,Corporate,Non-Refund,contract,1,5.0,5000.0,803,155,Y,Multiple,Check-Out,10,3.0,50.0,0.0,2,A_017,C_101
CUST_1438,Lisa Lopez,johnsondawn@example.com,Australia,female,19.0,2023-07-29,2023-07-30,2023-07-31,5.0,couple,FB,d,Online TA,No Deposit,Transient,4,14.0,,1352,473,no,3,confirmed,1,8.0,0.0,0.0,2,A_050,C_101
CUST_1439,Anthony Nichols,richardsonkimberly@example.org,UNK,,69.0,2023-07-29,2023-07-30,2023-07-31,0.0,transient,Undefined,D,,No Deposit,transient,1,10.0,0.0,181,386,1,0,No-Show,1,1.0,0.0,0.0,0,A_014,C_103
CUST_1440,Brian Adams,jgarrett@example.org,United Kingdom,F,58.0,2023-07-29,2023-07-30,2023-07-31,0.0,Group,,a,direct,no deposit,contract,3,,300.0,345,229,Yes,3,Pending,N/A,8.0,50.0,0.0,3,A_030,C_104
CUST_1441,Monica Hall,gblake@example.com,UNK,female,19.0,2023-07-29,2023-07-30,2023-07-31,2.0,group,SC,D,groups,No deposit,Transient,0,2.0,150.0,1004,396,Yes,,no-show,1,10.0,200.0,0.0,2,A_023,C_101
CUST_1442,Johnny Peterson,thill@example.net,Canada,F,67.0,2023-07-29,2023-07-30,2023-07-31,1.0,single,BB,,Corporate,No deposit,Contract,999,3.0,150.0,1243,393,Y,1,Pending,9,,500.0,0.0,2,A_040,C_104
CUST_1443,Rebecca Bolton,lmitchell@example.org,spain,Female,45.0,2023-07-30,2023-07-31,2023-08-01,2.0,children,,P,Groups,No deposit,Transient-Party,0,4.0,100.0,1122,285,NA,3,Check-Out,,8.0,,0.0,0,A_026,C_101
CUST_1444,Rick Rivera,stephanie10@example.com,,female,76.0,2023-07-30,2023-07-31,2023-08-01,2.0,Family,hb,L,complementary,No Deposit,Transient-Party,1,10.0,50.0,440,453,Y,None,no-show,5,6.0,50.0,0.0,NA,A_034,C_101
CUST_1445,Trevor Brown,uwood@example.net,brazil,F,46.0,2023-07-30,2023-07-31,2023-08-01,4.0,children,FB,L,offline ta/to,Non Refund,Group,999,1.0,120.0,302,292,0,1,Canceled,4,10.0,,0.0,0,,Unknown
CUST_1446,Benjamin Harrison,opierce@example.com,Japan,Female,26.0,2023-07-30,2023-07-31,2023-08-01,5.0,Couple,Undefined,L,offline ta/to,No Deposit,Transient-Party,2,2.0,250.0,406,321,NA,0,Confirmed,1,,,0.0,0,A_026,Unknown
CUST_1447,Sarah Roth,randall59@example.org,France,F,53.0,2023-07-30,2023-07-31,2023-08-01,4.0,Transient,sc,e,ONLINE TA,No Deposit,group,4,-3.0,,587,353,1,None,No-Show,fair,8.0,200.0,,2,A_035,C_105
CUST_1448,Bryan Tate,mario90@example.net,Australia,MALE,65.0,2023-07-30,2023-07-31,2023-08-01,1.0,family,Undefined,L,Direct,No Deposit,contract,0,10.0,300.0,323,101,no,3,confirmed,,10.0,100.0,0.0,3,A_044,C_101
CUST_1449,Patricia Ramos,sharpjennifer@example.com,Portuagal,F,23.0,2023-07-30,2023-07-31,2023-08-01,0.0,children,,p,,non refundable,Contract,0,4.0,-50.0,1190,340,No,2,Confirmed,N/A,10.0,0.0,0.0,2,A_028,C_103
CUST_1450,Amanda Murray,mcintoshdonald@example.org,Brazil,MALE,26.0,2023-07-31,2023-08-01,2023-08-02,5.0,Transient,SC,C,direct,no deposit,Group,0,0.0,200.0,1452,240,Yes,4,canceled,poor,8.0,0.0,0.0,0,A_012,C_101
CUST_1451,Kelly Hendrix,shelbyyoung@example.com,Italy,,45.0,2023-07-31,2023-08-01,2023-08-02,2.0,Transient,fb,d,ONLINE,Non Refund,contract,1,0.0,150.0,789,263,2,3,PendingCXL,4,6.0,,0.0,0,A_029,C_101
CUST_1452,Melanie Collins,matthew65@example.org,Portuagal,Female,70.0,2023-07-31,2023-08-01,2023-08-02,1.0,Transient,,F,Corporate,Non-Refund,group,0,5.0,-50.0,537,182,2,0,canceled,6,8.0,500.0,,0,A_017,C_103
CUST_1453,Lori Williams,dmorales@example.net,France,FEMALE,56.0,2023-07-31,2023-08-01,2023-08-02,5.0,Children,Full Board,f,Groups,non refundable,transient,0,7.0,120.0,814,314,yes,1,Pending,fair,10.0,2000.0,0.0,NA,A_033,C_101
CUST_1454,Joseph King,zmay@example.net,Portuagal,Other,81.0,2023-07-31,2023-08-01,2023-08-02,1.0,children,fb,P,ONLINE TA,no deposit,transient-party,1,5.0,120.0,1426,185,NA,Multiple,PendingCXL,3,7.0,,0.0,2,A_012,N/A
CUST_1455,Cristian Clay,amydavis@example.org,,FEMALE,31.0,2023-07-31,2023-08-01,2023-08-02,3.0,Single,hb,G,,Non-Refund,Contract,999,2.0,50.0,1454,322,,,Canceled,9,,0.0,,0,A_045,C_101
CUST_1456,Daniel Rodriguez,wmoore@example.com,united states,,86.0,2023-07-31,2023-08-01,2023-08-02,4.0,family,hb,F,ONLINE,No deposit,transient,999,4.0,0.0,603,480,N,4,Pending,2,10.0,500.0,0.0,0,A_015,C_101
CUST_1457,Frederick Jackson,johnnewman@example.net,brazil,MALE,39.0,2023-08-01,2023-08-02,2023-08-03,0.0,Children,,E,Complementary,no deposit,Transient,0,-3.0,200.0,220,143,N,4,confirmed,poor,8.0,1000.0,0.0,0,A_001,C_102
CUST_0838,Mary Wright,carlfields@example.org,Japan,female,81.0,2023-05-02,2023-05-03,2023-05-04,0.0,Group,FB,a,Direct,non refundable,Transient,1,3.0,50.0,562,431,,0,PendingCXL,5,4.0,200.0,0.0,3,,C_102
CUST_1459,Andrew Logan,owilliams@example.org,UNITED KINGDOM,F,30.0,2023-08-01,2023-08-02,2023-08-03,1.0,family,Half Board,h,Online TA,No Deposit,group,0,,,86,247,2,4,PendingCXL,5,1.0,,0.0,1,A_050,C_103
CUST_1460,Linda Watson,stephanietaylor@example.com,France,Other,59.0,2023-08-01,2023-08-02,2023-08-03,0.0,family,,p,ONLINE TA,non refundable,transient-party,1,4.0,100.0,223,220,,2,Pending,8,8.0,,0.0,1,A_003,
CUST_1461,Brooke Davis,paul60@example.net,Japan,FEMALE,67.0,2023-08-01,2023-08-02,2023-08-03,3.0,couple,bb,h,ONLINE,No Deposit,Transient-Party,4,2.0,120.0,1231,407,no,Multiple,check-out,4,5.0,100.0,0.0,0,A_037,N/A
CUST_1462,Timothy Shea,travis68@example.org,Brazil,M,35.0,2023-08-01,2023-08-02,2023-08-03,2.0,Couple,HB,F,ONLINE TA,non refundable,Contract,1,7.0,-50.0,1286,29,yes,2,Pending,3,8.0,50.0,0.0,0,A_046,C_102
CUST_1463,Anthony Newman,gonzalezbarry@example.org,Portugal,MALE,60.0,2023-08-01,2023-08-02,2023-08-03,1.0,family,HB,,complementary,Non Refund,group,0,10.0,120.0,225,402,0,0,Pending,1,,,,3,A_029,C_101
CUST_1464,Rebecca Martinez,ssmith@example.org,Australia,female,40.0,2023-08-02,2023-08-03,2023-08-04,5.0,family,bb,D,,refundable,contract,2,4.0,250.0,1313,417,No,,Confirmed,poor,8.0,,0.0,0,A_005,C_102
CUST_1465,Vicki Kramer,william26@example.org,Australia,M,58.0,2023-08-02,2023-08-03,2023-08-04,5.0,adults,Full Board,L,corporate,no deposit,Transient,0,1.0,-50.0,1189,315,2,2,Check-Out,good,10.0,,0.0,2,A_021,C_103
CUST_1466,Renee Gonzales,amandaherman@example.net,Japan,,79.0,2023-08-02,2023-08-03,2023-08-04,3.0,Transient,fb,P,complementary,Non-Refund,contract,2,0.0,5000.0,1444,343,Yes,0,Canceled,1,,,0.0,1,A_017,N/A
CUST_1467,Michael Howard,joseph58@example.com,Canada,F,26.0,2023-08-02,2023-08-03,2023-08-04,3.0,Single,Bed & Breakfast,E,Offline TA/TO,no deposit,Transient-Party,0,4.0,,585,11,Yes,1,confirmed,poor,10.0,50.0,0.0,2,A_032,N/A
CUST_1468,Steven Washington,marywebster@example.com,Portugal,female,60.0,2023-08-02,2023-08-03,2023-08-04,3.0,Group,Undefined,L,offline ta/to,Non-Refund,contract,0,1.0,250.0,1189,306,NA,0,Canceled,4,,,0.0,1,Unknown,C_101
CUST_1469,Edward Terry,james46@example.org,UNK,,20.0,2023-08-02,2023-08-03,2023-08-04,0.0,family,FB,l,Offline TA/TO,No Deposit,Transient-Party,999,14.0,50.0,90,101,1,0,canceled,fair,10.0,100.0,,3,,N/A
CUST_1470,Chelsea Bailey,shannon79@example.net,Portuagal,F,75.0,2023-08-02,2023-08-03,2023-08-04,2.0,Children,SC,L,complementary,non refundable,Contract,2,0.0,80.0,1119,253,0,2,PendingCXL,good,9.0,,0.0,3,A_038,C_101
CUST_1471,Donald Guerra,hharris@example.org,spain,female,66.0,2023-08-03,2023-08-04,2023-08-05,2.0,Family,,G,ONLINE TA,Non-Refund,Transient,3,10.0,150.0,951,49,N,4,no-show,3,7.0,2000.0,0.0,3,,C_101
CUST_1472,Julian Jones,vballard@example.org,brazil,M,83.0,2023-08-03,2023-08-04,2023-08-05,4.0,family,fb,f,Aviation,Non Refund,Group,0,-3.0,200.0,55,470,0,1,no-show,5,,100.0,0.0,3,A_002,
CUST_1473,Edward Baker,kathleenfitzgerald@example.com,USA,Male,47.0,2023-08-03,2023-08-04,2023-08-05,2.0,children,SC,d,online ta,No deposit,transient-party,1,300.0,300.0,1488,212,NA,,no-show,10,10.0,50.0,0.0,0,A_008,C_101
CUST_1474,Aaron Little,oliviameyers@example.com,Spain,Other,82.0,2023-08-03,2023-08-04,2023-08-05,1.0,single,hb,P,online ta,Non Refund,Group,1,7.0,0.0,292,149,yes,4,No-Show,,5.0,200.0,,NA,N/A,C_101
CUST_1475,Cody Smith,obrown@example.org,Japan,Male,19.0,2023-08-03,2023-08-04,2023-08-05,4.0,children,,D,offline ta/to,No Deposit,transient,5,0.0,100.0,1015,468,1,3,canceled,8,4.0,50.0,0.0,0,A_013,C_102
CUST_1476,Ricardo Allen,jay04@example.org,france,male,47.0,2023-08-03,2023-08-04,2023-08-05,3.0,Couple,BB,g,Complementary,No Deposit,transient-party,1,1.0,120.0,52,480,,3,PendingCXL,3,8.0,,,2,A_001,C_101
CUST_1477,Matthew Ryan,mariadalton@example.org,Brazil,M,20.0,2023-08-03,2023-08-04,2023-08-05,5.0,Group,,D,offline ta/to,Refundable,Contract,2,300.0,100.0,1467,394,0,2,Canceled,4,,50.0,0.0,0,A_049,C_101
CUST_1478,Kelly Jimenez,yarroyo@example.net,UNK,Female,33.0,2023-08-04,2023-08-05,2023-08-06,2.0,Single,,E,ONLINE,No deposit,transient,2,0.0,250.0,1103,362,0,,check-out,2,,100.0,0.0,3,N/A,C_105
CUST_1479,Louis Morris,stephen69@example.org,UNK,FEMALE,57.0,2023-08-04,2023-08-05,2023-08-06,4.0,adults,FB,E,Offline TA/TO,Non-Refund,transient,3,10.0,300.0,1453,336,Y,0,No-Show,7,9.0,,0.0,1,A_014,C_105
CUST_1480,Brian Mills,mcastillo@example.com,Brazil,FEMALE,48.0,2023-08-04,2023-08-05,2023-08-06,1.0,family,bb,p,ONLINE TA,No deposit,contract,2,300.0,,869,338,2,4,Canceled,fair,5.0,,0.0,2,A_025,C_101
CUST_1481,Russell Anderson,chrisrodriguez@example.org,,MALE,72.0,2023-08-04,2023-08-05,2023-08-06,5.0,group,Half Board,l,Aviation,Non Refund,Transient-Party,0,5.0,150.0,1045,187,2,,No-Show,5,10.0,500.0,0.0,0,A_029,C_104
CUST_1482,Christina Washington,harveymercedes@example.com,Australia,M,49.0,2023-08-04,2023-08-05,2023-08-06,1.0,children,Undefined,d,Groups,Refundable,Group,2,7.0,,260,326,yes,4,confirmed,N/A,,500.0,0.0,0,A_001,C_103
CUST_1483,Laura Huff,turnerpatrick@example.net,UNITED KINGDOM,female,28.0,2023-08-04,2023-08-05,2023-08-06,2.0,Transient,Half Board,f,Direct,No deposit,group,2,0.0,,801,486,1,1,no-show,excellent,7.0,0.0,0.0,1,,C_101
CUST_1484,Joseph Miles,coltonrichardson@example.net,Spain,F,25.0,2023-08-05,2023-08-06,2023-08-07,1.0,couple,Bed & Breakfast,F,Complementary,no deposit,Contract,2,-3.0,200.0,399,286,NA,Multiple,No-Show,excellent,,0.0,0.0,0,A_047,C_101
CUST_1485,Holly Obrien,tashaharmon@example.com,UNITED KINGDOM,male,35.0,2023-08-05,2023-08-06,2023-08-07,3.0,couple,hb,h,Complementary,no deposit,Group,0,14.0,-50.0,130,55,No,None,confirmed,2,4.0,500.0,0.0,1,A_043,C_104
CUST_1486,Timothy Clark,ramirezdesiree@example.com,Argentina,Other,65.0,2023-08-05,2023-08-06,2023-08-07,4.0,transient,Bed & Breakfast,p,,Non Refund,transient,2,3.0,80.0,1032,7,Y,2,Confirmed,excellent,5.0,1000.0,0.0,2,A_006,N/A
CUST_1487,Stacy Miller,roachkevin@example.com,brazil,M,,2023-08-05,2023-08-06,2023-08-07,1.0,Children,HB,g,ONLINE,Non-Refund,contract,4,300.0,0.0,1007,146,,4,Pending,5,5.0,,,3,A_005,C_101
CUST_1488,Antonio Grant,zconrad@example.org,,Other,55.0,2023-08-05,2023-08-06,2023-08-07,2.0,transient,Bed & Breakfast,c,corporate,no deposit,Transient,0,5.0,5000.0,1378,179,no,4,Confirmed,10,8.0,100.0,0.0,0,A_001,C_102
CUST_1489,Jennifer Wood,calhounjulie@example.net,,M,43.0,2023-08-05,2023-08-06,2023-08-07,2.0,Family,FB,p,Groups,Non-Refund,Group,0,1.0,300.0,261,384,No,3,Confirmed,excellent,5.0,50.0,0.0,2,A_021,C_103
CUST_1490,Samantha Baker,beardsarah@example.org,Portuagal,Other,37.0,2023-08-05,2023-08-06,2023-08-07,0.0,single,sc,A,Complementary,No deposit,group,4,-3.0,50.0,162,251,yes,1,No-Show,fair,6.0,500.0,0.0,0,,C_101
CUST_1491,Benjamin Torres,rodriguezjenny@example.com,Japan,Non-Binary,66.0,2023-08-06,2023-08-07,2023-08-08,2.0,Group,Undefined,A,Complementary,no deposit,Contract,0,0.0,80.0,1015,417,N,3,Canceled,2,2.0,,0.0,1,A_029,N/A
CUST_1492,Toni Davis,joseph97@example.org,Portuagal,F,44.0,2023-08-06,2023-08-07,2023-08-08,4.0,adults,bb,H,,no deposit,Transient-Party,5,0.0,200.0,634,126,Y,,PendingCXL,N/A,5.0,0.0,0.0,0,A_049,C_101
CUST_1493,Joseph Lopez,jasonsanders@example.com,Portuagal,,22.0,2023-08-06,2023-08-07,2023-08-08,5.0,transient,Full Board,L,Online TA,Refundable,transient-party,2,3.0,50.0,169,366,yes,1,confirmed,2,1.0,200.0,0.0,0,A_047,C_105
CUST_1494,Danielle Garrett,johnsonryan@example.com,france,MALE,48.0,2023-08-06,2023-08-07,2023-08-08,3.0,Children,bb,A,ONLINE TA,No deposit,Contract,0,2.0,80.0,633,139,yes,,canceled,5,,,0.0,3,A_034,C_103
CUST_1495,Paul Perry,athompson@example.net,spain,Non-Binary,74.0,2023-08-06,2023-08-07,2023-08-08,4.0,Family,Full Board,A,offline ta/to,Refundable,Group,3,14.0,0.0,513,214,0,,PendingCXL,4,8.0,100.0,,2,,C_103
CUST_1496,Mark Howard,douglassusan@example.com,,FEMALE,60.0,2023-08-06,2023-08-07,2023-08-08,1.0,single,FB,F,Corporate,Non-Refund,transient-party,5,14.0,250.0,510,222,Y,None,Check-Out,8,8.0,50.0,0.0,1,A_018,C_104
CUST_1497,Mary Andrade,jennifer34@example.org,Canada,F,35.0,2023-08-06,2023-08-07,2023-08-08,3.0,adults,bb,d,ONLINE TA,non refundable,Contract,0,300.0,300.0,919,492,2,,Confirmed,4,8.0,50.0,0.0,0,A_002,C_101
CUST_1498,Christopher Morales,sylvia33@example.net,Portugal,Other,53.0,2023-08-07,2023-08-08,2023-08-09,3.0,Children,Bed & Breakfast,g,offline ta/to,Refundable,Transient,0,4.0,0.0,1172,294,,3,PendingCXL,N/A,6.0,50.0,0.0,2,A_035,C_105
CUST_1499,Brooke Murillo,ppatrick@example.org,Australia,FEMALE,58.0,2023-08-07,2023-08-08,2023-08-09,0.0,Group,fb,F,ONLINE,Non-Refund,transient,0,7.0,300.0,1235,427,0,3,canceled,fair,5.0,100.0,0.0,1,A_011,N/A
CUST_2045,William Flores,dudleycody@example.com,Italy,,73.0,2023-10-25,2023-10-26,2023-10-27,0.0,group,FB,l,complementary,Refundable,group,2,,120.0,1073,139,Y,1,Check-Out,good,10.0,50.0,,1,N/A,C_102
CUST_1501,Frederick Watson DDS,jennifernewton@example.com,France,male,84.0,2023-08-07,2023-08-08,2023-08-09,4.0,Adults,BB,G,,Non Refund,Contract,0,2.0,100.0,956,130,Y,2,canceled,9,7.0,100.0,0.0,1,A_012,N/A
CUST_1502,Nicholas Franklin,christopher57@example.com,Spain,Male,71.0,2023-08-07,2023-08-08,2023-08-09,3.0,Couple,fb,p,Offline TA/TO,No deposit,transient-party,0,10.0,50.0,1272,468,yes,1,PendingCXL,9,6.0,500.0,0.0,2,A_019,C_104
CUST_1503,Cindy Cannon,nathanielwinters@example.net,,MALE,54.0,2023-08-07,2023-08-08,2023-08-09,5.0,Single,bb,A,,Refundable,Contract,4,10.0,0.0,826,252,yes,,canceled,9,,200.0,0.0,0,A_049,C_101
CUST_1504,David Nixon,malikfowler@example.com,brazil,F,21.0,2023-08-07,2023-08-08,2023-08-09,2.0,Children,hb,P,direct,Refundable,Transient-Party,1,-3.0,100.0,977,405,N,1,check-out,fair,4.0,0.0,0.0,1,A_001,
CUST_1505,James Barber,bettywatson@example.com,brazil,F,47.0,2023-08-08,2023-08-09,2023-08-10,4.0,family,,f,direct,no deposit,Contract,0,2.0,200.0,1482,109,1,0,canceled,3,5.0,,0.0,1,A_026,C_103
CUST_1506,Linda Holmes DVM,dylan78@example.com,USA,female,60.0,2023-08-08,2023-08-09,2023-08-10,5.0,single,SC,d,Corporate,No deposit,Contract,0,2.0,80.0,360,352,1,2,confirmed,3,,50.0,0.0,2,A_020,C_101
CUST_1507,Elizabeth Walker,susan19@example.com,France,MALE,61.0,2023-08-08,2023-08-09,2023-08-10,5.0,single,bb,l,online ta,Non-Refund,Group,4,4.0,0.0,1377,491,No,Multiple,no-show,4,7.0,50.0,0.0,0,A_039,
CUST_1508,Alex Short,marvinhoward@example.com,,Other,49.0,2023-08-08,2023-08-09,2023-08-10,2.0,Children,Full Board,l,complementary,refundable,transient-party,0,4.0,100.0,651,495,Yes,2,no-show,8,7.0,,,3,A_042,C_105
CUST_1509,Desiree Spencer,rmolina@example.org,Portugal,F,44.0,2023-08-08,2023-08-09,2023-08-10,3.0,children,SC,C,groups,Refundable,Transient,0,0.0,50.0,894,119,Y,4,No-Show,poor,8.0,,1.0,NA,A_001,Unknown
CUST_1510,Tammy Moore,coopersamantha@example.net,united states,Other,87.0,2023-08-08,2023-08-09,2023-08-10,2.0,family,bb,a,offline ta/to,No Deposit,transient,1,14.0,80.0,220,276,NA,0,No-Show,1,9.0,,0.0,0,A_001,Unknown
CUST_1511,Henry Taylor,carolfernandez@example.net,Spain,M,24.0,2023-08-08,2023-08-09,2023-08-10,3.0,single,Half Board,F,Offline TA/TO,Refundable,Transient,3,4.0,-50.0,1421,225,Yes,Multiple,Canceled,6,10.0,,0.0,3,,C_101
CUST_1512,Kevin Hall,melissaberry@example.org,,Other,49.0,2023-08-09,2023-08-10,2023-08-11,3.0,Children,fb,,Online TA,no deposit,Transient,5,10.0,100.0,159,393,0,0,check-out,1,,50.0,0.0,0,N/A,C_102
CUST_1513,Brandon Ross,amiller@example.org,,,46.0,2023-08-09,2023-08-10,2023-08-11,3.0,group,,A,corporate,Non Refund,,1,,-50.0,720,281,No,,Pending,,10.0,200.0,0.0,NA,,C_101
CUST_1514,Nicholas Cummings,stonebarbara@example.com,united states,MALE,66.0,2023-08-09,2023-08-10,2023-08-11,3.0,Family,,L,corporate,Non-Refund,Transient,1,1.0,200.0,187,451,0,0,Pending,9,,,0.0,2,A_008,C_101
CUST_1515,Carrie Petersen,jodisutton@example.com,,,84.0,2023-08-09,2023-08-10,2023-08-11,3.0,single,bb,f,corporate,Non Refund,contract,3,14.0,,237,29,no,3,No-Show,,,100.0,0.0,3,A_042,C_101
CUST_1516,Kenneth Velez,uwilson@example.com,Germany,Male,59.0,2023-08-09,2023-08-10,2023-08-11,0.0,couple,Bed & Breakfast,,groups,no deposit,contract,5,3.0,120.0,121,381,,1,confirmed,,,50.0,0.0,0,A_016,C_101
CUST_1270,Mrs. Patricia Diaz MD,rhonda99@example.net,Spain,F,68.0,2023-07-04,2023-07-05,2023-07-06,4.0,Family,Bed & Breakfast,p,ONLINE TA,Refundable,Transient,3,2.0,120.0,198,207,yes,3,canceled,3,3.0,,0.0,3,A_024,C_101
CUST_1518,Blake Brown,kara13@example.net,france,Non-Binary,74.0,2023-08-09,2023-08-10,2023-08-11,0.0,Couple,Full Board,G,groups,Non Refund,Contract,0,14.0,100.0,51,402,Y,1,Check-Out,9,,500.0,0.0,0,A_006,C_104
CUST_1519,Hannah Montoya,smoore@example.org,Australia,Male,18.0,2023-08-10,2023-08-11,2023-08-12,3.0,group,,D,complementary,Refundable,Contract,5,300.0,0.0,154,456,1,3,Check-Out,8,2.0,50.0,,0,A_027,
CUST_1520,Sean Kane,barrytanya@example.org,,,26.0,2023-08-10,2023-08-11,2023-08-12,0.0,family,,E,corporate,Non-Refund,,3,4.0,300.0,1435,483,Yes,2,PendingCXL,5,,0.0,0.0,0,,C_104
CUST_1521,Marissa Guzman,ethomas@example.net,France,Non-Binary,80.0,2023-08-10,2023-08-11,2023-08-12,1.0,transient,bb,a,Groups,Non-Refund,Transient,5,,50.0,1010,364,0,4,Canceled,N/A,,50.0,0.0,NA,A_021,C_101
CUST_1522,Paula Reyes,john64@example.org,France,MALE,26.0,2023-08-10,2023-08-11,2023-08-12,4.0,Group,,E,Corporate,no deposit,group,0,1.0,150.0,154,166,N,3,confirmed,6,10.0,0.0,0.0,1,A_004,C_101
CUST_1523,Andrew Fernandez,lynnjames@example.org,United Kingdom,FEMALE,42.0,2023-08-10,2023-08-11,2023-08-12,2.0,transient,,F,corporate,non refundable,Transient,2,3.0,0.0,267,66,1,Multiple,PendingCXL,3,4.0,,0.0,3,A_037,C_102
CUST_1524,Jonathan Walker,phillipsjamie@example.net,,Female,24.0,2023-08-10,2023-08-11,2023-08-12,1.0,Family,SC,p,direct,Non Refund,transient-party,2,5.0,5000.0,1066,256,0,2,confirmed,5,,500.0,0.0,3,A_018,C_102
CUST_1525,Monique Long,jonesshaun@example.org,Argentina,FEMALE,36.0,2023-08-10,2023-08-11,2023-08-12,4.0,Children,Full Board,a,Offline TA/TO,Refundable,contract,1,3.0,120.0,1187,483,yes,4,No-Show,8,6.0,200.0,0.0,1,A_043,Unknown
CUST_1526,Kurt Wagner,qduffy@example.com,brazil,FEMALE,44.0,2023-08-11,2023-08-12,2023-08-13,4.0,single,Bed & Breakfast,F,Direct,Refundable,Group,0,300.0,300.0,791,293,2,1,no-show,excellent,2.0,500.0,,0,A_041,C_102
CUST_1527,Donna Foster,wolfekevin@example.com,France,F,34.0,2023-08-11,2023-08-12,2023-08-13,2.0,adults,Bed & Breakfast,c,offline ta/to,Non-Refund,Group,0,3.0,0.0,107,15,2,4,Pending,9,3.0,,0.0,1,A_011,C_105
CUST_1528,Angela Duncan,jared69@example.net,DEU,Female,29.0,2023-08-11,2023-08-12,2023-08-13,1.0,Couple,SC,a,online ta,Refundable,transient,2,300.0,200.0,411,337,1,2,check-out,excellent,3.0,,0.0,0,A_043,C_103
CUST_1529,Jennifer Miller,lreid@example.org,Brazil,Non-Binary,40.0,2023-08-11,2023-08-12,2023-08-13,4.0,Single,SC,,offline ta/to,non refundable,Contract,0,3.0,-50.0,74,169,N,2,Confirmed,5,10.0,,0.0,0,N/A,C_101
CUST_1530,Raymond Anderson,frowland@example.com,Argentina,Male,88.0,2023-08-11,2023-08-12,2023-08-13,4.0,adults,fb,P,offline ta/to,No Deposit,transient,999,5.0,100.0,812,199,NA,3,check-out,5,7.0,50.0,0.0,2,,C_101
CUST_1531,Kristin Freeman,anthony76@example.net,united states,MALE,44.0,2023-08-11,2023-08-12,2023-08-13,4.0,Single,Bed & Breakfast,f,corporate,No deposit,Group,4,2.0,0.0,148,223,yes,0,PendingCXL,2,3.0,200.0,0.0,3,A_014,C_105
