Customer_ID,Customer_Name,Email,Country,Gender,Age,Booking_Date,Check_In,Check_Out,Num_Guests,Guest_Type,Meal_Type,Room_Type,Market_Segment,Deposit_Type,Customer_Type,Previous_Cancellations,Total_Nights,ADR,Total_Revenue,Lead_Time,Parking_Space,Special_Requests,Booking_Status,Rating,Review_Score,Loyalty_Points,Is_Repeated_Guest,Previous_Bookings_Not_Canceled,Agent_ID,Company_ID
CUST_1440,Brian Adams,jgarrett@example.org,United Kingdom,Female,58.0,2023-07-29,2023-07-30,2023-07-31,0.0,Group,Bed & Breakfast,a,Direct,No Deposit,Contract,3,23.5,300.0,345,229,1.0,3.0,Pending,,8.0,50.0,0,3.0,A_030,C_104
CUST_1441,Monica Hall,gblake@example.com,Unknown,Female,19.0,2023-07-29,2023-07-30,2023-07-31,2.0,Group,Sc,D,Groups,No Deposit,Transient,0,2.0,150.0,1004,396,1.0,0.0,No-Show,1,10.0,200.0,0,2.0,A_023,C_101
CUST_1442,Johnny Peterson,thill@example.net,Canada,Female,67.0,2023-07-29,2023-07-30,2023-07-31,1.0,Single,Bb,c,Corporate,No Deposit,Contract,10,3.0,150.0,1243,393,1.0,1.0,Pending,9,6.9082020640956,500.0,0,2.0,A_040,C_104
CUST_1443,Rebecca Bolton,lmitchell@example.org,Spain,Female,45.0,2023-07-30,2023-07-31,2023-08-01,2.0,Children,Bed & Breakfast,P,Groups,No Deposit,Transient-Party,0,4.0,100.0,1122,285,,3.0,Check-Out,,8.0,0.0,0,0.0,A_026,C_101
CUST_1444,Rick Rivera,stephanie10@example.com,United Kingdom,Female,76.0,2023-07-30,2023-07-31,2023-08-01,2.0,Family,Hb,L,Complementary,No Deposit,Transient-Party,1,10.0,50.0,440,453,1.0,0.0,No-Show,5,6.0,50.0,0,,A_034,C_101
CUST_1445,Trevor Brown,uwood@example.net,Brazil,Female,46.0,2023-07-30,2023-07-31,2023-08-01,4.0,Children,Fb,L,Offline Ta/To,Non Refund,Group,10,1.0,120.0,302,292,0.0,1.0,Canceled,4,10.0,0.0,0,0.0,Unknown,Unknown
CUST_1446,Benjamin Harrison,opierce@example.com,Japan,Female,26.0,2023-07-30,2023-07-31,2023-08-01,5.0,Couple,Undefined,L,Offline Ta/To,No Deposit,Transient-Party,2,2.0,250.0,406,321,,0.0,Confirmed,1,6.9082020640956,0.0,0,0.0,A_026,Unknown
CUST_1448,Bryan Tate,mario90@example.net,Australia,Male,65.0,2023-07-30,2023-07-31,2023-08-01,1.0,Family,Undefined,L,Direct,No Deposit,Contract,0,10.0,300.0,323,101,,3.0,Confirmed,,10.0,100.0,0,3.0,A_044,C_101
CUST_1450,Amanda Murray,mcintoshdonald@example.org,Brazil,Male,26.0,2023-07-31,2023-08-01,2023-08-02,5.0,Transient,Sc,C,Direct,No Deposit,Group,0,0.0,200.0,1452,240,1.0,4.0,Canceled,poor,8.0,0.0,0,0.0,A_012,C_101
CUST_1451,Kelly Hendrix,shelbyyoung@example.com,Italy,Female,45.0,2023-07-31,2023-08-01,2023-08-02,2.0,Transient,Fb,d,Online,Non Refund,Contract,1,0.0,150.0,789,263,2.0,3.0,Pendingcxl,4,6.0,0.0,0,0.0,A_029,C_101
CUST_1453,Lori Williams,dmorales@example.net,France,Female,56.0,2023-07-31,2023-08-01,2023-08-02,5.0,Children,Full Board,f,Groups,Non Refundable,Transient,0,7.0,120.0,814,314,,1.0,Pending,fair,10.0,500.0,0,,A_033,C_101
CUST_1454,Joseph King,zmay@example.net,Portugal,Other,81.0,2023-07-31,2023-08-01,2023-08-02,1.0,Children,Fb,P,Online Ta,No Deposit,Transient-Party,1,5.0,120.0,1426,185,,,Pendingcxl,3,7.0,0.0,0,2.0,A_012,
CUST_1455,Cristian Clay,amydavis@example.org,United Kingdom,Female,31.0,2023-07-31,2023-08-01,2023-08-02,3.0,Single,Hb,G,Online Ta,Non-Refund,Contract,10,2.0,50.0,1454,322,,0.0,Canceled,9,6.9082020640956,0.0,,0.0,A_045,C_101
CUST_1456,Daniel Rodriguez,wmoore@example.com,USA,Female,86.0,2023-07-31,2023-08-01,2023-08-02,4.0,Family,Hb,F,Online,No Deposit,Transient,10,4.0,0.0,603,480,0.0,4.0,Pending,2,10.0,500.0,0,0.0,A_015,C_101
CUST_1459,Andrew Logan,owilliams@example.org,United Kingdom,Female,30.0,2023-08-01,2023-08-02,2023-08-03,1.0,Family,Half Board,h,Online Ta,No Deposit,Group,0,23.5,120.0,86,247,2.0,4.0,Pendingcxl,5,1.5,0.0,0,1.0,A_050,C_103
CUST_1461,Brooke Davis,paul60@example.net,Japan,Female,67.0,2023-08-01,2023-08-02,2023-08-03,3.0,Couple,Bb,h,Online,No Deposit,Transient-Party,4,2.0,120.0,1231,407,,,Check-Out,4,5.0,100.0,0,0.0,A_037,
CUST_1463,Anthony Newman,gonzalezbarry@example.org,Portugal,Male,60.0,2023-08-01,2023-08-02,2023-08-03,1.0,Family,Hb,c,Complementary,Non Refund,Group,0,10.0,120.0,225,402,0.0,0.0,Pending,1,6.9082020640956,0.0,,3.0,A_029,C_101
CUST_1464,Rebecca Martinez,ssmith@example.org,Australia,Female,40.0,2023-08-02,2023-08-03,2023-08-04,5.0,Family,Bb,D,Online Ta,Refundable,Contract,2,4.0,250.0,1313,417,0.0,0.0,Confirmed,poor,8.0,0.0,0,0.0,A_005,C_102
CUST_1466,Renee Gonzales,amandaherman@example.net,Japan,Female,79.0,2023-08-02,2023-08-03,2023-08-04,3.0,Transient,Fb,P,Complementary,Non-Refund,Contract,2,0.0,505.0,1444,343,1.0,0.0,Canceled,1,6.9082020640956,0.0,0,1.0,A_017,
CUST_1467,Michael Howard,joseph58@example.com,Canada,Female,26.0,2023-08-02,2023-08-03,2023-08-04,3.0,Single,Bed & Breakfast,E,Offline Ta/To,No Deposit,Transient-Party,0,4.0,120.0,585,11,1.0,1.0,Confirmed,poor,10.0,50.0,0,2.0,A_032,
CUST_1468,Steven Washington,marywebster@example.com,Portugal,Female,60.0,2023-08-02,2023-08-03,2023-08-04,3.0,Group,Undefined,L,Offline Ta/To,Non-Refund,Contract,0,1.0,250.0,1189,306,,0.0,Canceled,4,6.9082020640956,0.0,0,1.0,Unknown,C_101
CUST_1469,Edward Terry,james46@example.org,Unknown,Female,20.0,2023-08-02,2023-08-03,2023-08-04,0.0,Family,Fb,l,Offline Ta/To,No Deposit,Transient-Party,10,14.0,50.0,90,101,1.0,0.0,Canceled,fair,10.0,100.0,,3.0,Unknown,
CUST_1470,Chelsea Bailey,shannon79@example.net,Portugal,Female,75.0,2023-08-02,2023-08-03,2023-08-04,2.0,Children,Sc,L,Complementary,Non Refundable,Contract,2,0.0,80.0,1119,253,0.0,2.0,Pendingcxl,good,9.0,0.0,0,3.0,A_038,C_101
CUST_1471,Donald Guerra,hharris@example.org,Spain,Female,66.0,2023-08-03,2023-08-04,2023-08-05,2.0,Family,Bed & Breakfast,G,Online Ta,Non-Refund,Transient,3,10.0,150.0,951,49,0.0,4.0,No-Show,3,7.0,500.0,0,3.0,Unknown,C_101
CUST_1473,Edward Baker,kathleenfitzgerald@example.com,Usa,Male,47.0,2023-08-03,2023-08-04,2023-08-05,2.0,Children,Sc,d,Online Ta,No Deposit,Transient-Party,1,23.5,300.0,1488,212,,0.0,No-Show,10,10.0,50.0,0,0.0,A_008,C_101
CUST_1474,Aaron Little,oliviameyers@example.com,Spain,Other,82.0,2023-08-03,2023-08-04,2023-08-05,1.0,Single,Hb,P,Online Ta,Non Refund,Group,1,7.0,0.0,292,149,,4.0,No-Show,,5.0,200.0,,,Unknown,C_101
CUST_1475,Cody Smith,obrown@example.org,Japan,Male,19.0,2023-08-03,2023-08-04,2023-08-05,4.0,Children,Bed & Breakfast,D,Offline Ta/To,No Deposit,Transient,5,0.0,100.0,1015,468,1.0,3.0,Canceled,8,4.0,50.0,0,0.0,A_013,C_102
CUST_1476,Ricardo Allen,jay04@example.org,France,Male,47.0,2023-08-03,2023-08-04,2023-08-05,3.0,Couple,Bb,g,Complementary,No Deposit,Transient-Party,1,1.0,120.0,52,480,,3.0,Pendingcxl,3,8.0,0.0,,2.0,A_001,C_101
CUST_1477,Matthew Ryan,mariadalton@example.org,Brazil,Male,20.0,2023-08-03,2023-08-04,2023-08-05,5.0,Group,Bed & Breakfast,D,Offline Ta/To,Refundable,Contract,2,23.5,100.0,1467,394,0.0,2.0,Canceled,4,6.9082020640956,50.0,0,0.0,A_049,C_101
CUST_1479,Louis Morris,stephen69@example.org,Unknown,Female,57.0,2023-08-04,2023-08-05,2023-08-06,4.0,Adults,Fb,E,Offline Ta/To,Non-Refund,Transient,3,10.0,300.0,1453,336,1.0,0.0,No-Show,7,9.0,0.0,0,1.0,A_014,C_105
CUST_1480,Brian Mills,mcastillo@example.com,Brazil,Female,48.0,2023-08-04,2023-08-05,2023-08-06,1.0,Family,Bb,p,Online Ta,No Deposit,Contract,2,23.5,120.0,869,338,2.0,4.0,Canceled,fair,5.0,0.0,0,2.0,A_025,C_101
CUST_1481,Russell Anderson,chrisrodriguez@example.org,United Kingdom,Male,72.0,2023-08-04,2023-08-05,2023-08-06,5.0,Group,Half Board,l,Aviation,Non Refund,Transient-Party,0,5.0,150.0,1045,187,2.0,0.0,No-Show,5,10.0,500.0,0,0.0,A_029,C_104
CUST_1482,Christina Washington,harveymercedes@example.com,Australia,Male,49.0,2023-08-04,2023-08-05,2023-08-06,1.0,Children,Undefined,d,Groups,Refundable,Group,2,7.0,120.0,260,326,,4.0,Confirmed,,6.9082020640956,500.0,0,0.0,A_001,C_103
CUST_1483,Laura Huff,turnerpatrick@example.net,United Kingdom,Female,28.0,2023-08-04,2023-08-05,2023-08-06,2.0,Transient,Half Board,f,Direct,No Deposit,Group,2,0.0,120.0,801,486,1.0,1.0,No-Show,excellent,7.0,0.0,0,1.0,Unknown,C_101
CUST_1487,Stacy Miller,roachkevin@example.com,Brazil,Male,54.0,2023-08-05,2023-08-06,2023-08-07,1.0,Children,Hb,g,Online,Non-Refund,Contract,4,23.5,0.0,1007,146,,4.0,Pending,5,5.0,0.0,,3.0,A_005,C_101
CUST_1488,Antonio Grant,zconrad@example.org,United Kingdom,Other,55.0,2023-08-05,2023-08-06,2023-08-07,2.0,Transient,Bed & Breakfast,c,Corporate,No Deposit,Transient,0,5.0,505.0,1378,179,,4.0,Confirmed,10,8.0,100.0,0,0.0,A_001,C_102
CUST_1489,Jennifer Wood,calhounjulie@example.net,United Kingdom,Male,43.0,2023-08-05,2023-08-06,2023-08-07,2.0,Family,Fb,p,Groups,Non-Refund,Group,0,1.0,300.0,261,384,0.0,3.0,Confirmed,excellent,5.0,50.0,0,2.0,A_021,C_103
CUST_1491,Benjamin Torres,rodriguezjenny@example.com,Japan,Non-Binary,66.0,2023-08-06,2023-08-07,2023-08-08,2.0,Group,Undefined,A,Complementary,No Deposit,Contract,0,0.0,80.0,1015,417,0.0,3.0,Canceled,2,2.0,0.0,0,1.0,A_029,
CUST_1492,Toni Davis,joseph97@example.org,Portugal,Female,44.0,2023-08-06,2023-08-07,2023-08-08,4.0,Adults,Bb,H,Online Ta,No Deposit,Transient-Party,5,0.0,200.0,634,126,1.0,0.0,Pendingcxl,,5.0,0.0,0,0.0,A_049,C_101
CUST_1493,Joseph Lopez,jasonsanders@example.com,Portugal,Female,22.0,2023-08-06,2023-08-07,2023-08-08,5.0,Transient,Full Board,L,Online Ta,Refundable,Transient-Party,2,3.0,50.0,169,366,,1.0,Confirmed,2,1.5,200.0,0,0.0,A_047,C_105
CUST_1494,Danielle Garrett,johnsonryan@example.com,France,Male,48.0,2023-08-06,2023-08-07,2023-08-08,3.0,Children,Bb,A,Online Ta,No Deposit,Contract,0,2.0,80.0,633,139,,0.0,Canceled,5,6.9082020640956,0.0,0,3.0,A_034,C_103
CUST_1495,Paul Perry,athompson@example.net,Spain,Non-Binary,74.0,2023-08-06,2023-08-07,2023-08-08,4.0,Family,Full Board,A,Offline Ta/To,Refundable,Group,3,14.0,0.0,513,214,0.0,0.0,Pendingcxl,4,8.0,100.0,,2.0,Unknown,C_103
CUST_1496,Mark Howard,douglassusan@example.com,United Kingdom,Female,60.0,2023-08-06,2023-08-07,2023-08-08,1.0,Single,Fb,F,Corporate,Non-Refund,Transient-Party,5,14.0,250.0,510,222,1.0,0.0,Check-Out,8,8.0,50.0,0,1.0,A_018,C_104
CUST_1497,Mary Andrade,jennifer34@example.org,Canada,Female,35.0,2023-08-06,2023-08-07,2023-08-08,3.0,Adults,Bb,d,Online Ta,Non Refundable,Contract,0,23.5,300.0,919,492,2.0,0.0,Confirmed,4,8.0,50.0,0,0.0,A_002,C_101
CUST_1498,Christopher Morales,sylvia33@example.net,Portugal,Other,53.0,2023-08-07,2023-08-08,2023-08-09,3.0,Children,Bed & Breakfast,g,Offline Ta/To,Refundable,Transient,0,4.0,0.0,1172,294,,3.0,Pendingcxl,,6.0,50.0,0,2.0,A_035,C_105
CUST_1499,Brooke Murillo,ppatrick@example.org,Australia,Female,58.0,2023-08-07,2023-08-08,2023-08-09,0.0,Group,Fb,F,Online,Non-Refund,Transient,0,7.0,300.0,1235,427,0.0,3.0,Canceled,fair,5.0,100.0,0,1.0,A_011,
CUST_2045,William Flores,dudleycody@example.com,Italy,Female,73.0,2023-10-25,2023-10-26,2023-10-27,0.0,Group,Fb,l,Complementary,Refundable,Group,2,23.5,120.0,1073,139,1.0,1.0,Check-Out,good,10.0,50.0,,1.0,Unknown,C_102
CUST_1501,Frederick Watson DDS,jennifernewton@example.com,France,Male,84.0,2023-08-07,2023-08-08,2023-08-09,4.0,Adults,Bb,G,Online Ta,Non Refund,Contract,0,2.0,100.0,956,130,1.0,2.0,Canceled,9,7.0,100.0,0,1.0,A_012,
CUST_1502,Nicholas Franklin,christopher57@example.com,Spain,Male,71.0,2023-08-07,2023-08-08,2023-08-09,3.0,Couple,Fb,p,Offline Ta/To,No Deposit,Transient-Party,0,10.0,50.0,1272,468,,1.0,Pendingcxl,9,6.0,500.0,0,2.0,A_019,C_104
CUST_1503,Cindy Cannon,nathanielwinters@example.net,United Kingdom,Male,54.0,2023-08-07,2023-08-08,2023-08-09,5.0,Single,Bb,A,Online Ta,Refundable,Contract,4,10.0,0.0,826,252,,0.0,Canceled,9,6.9082020640956,200.0,0,0.0,A_049,C_101
CUST_1505,James Barber,bettywatson@example.com,Brazil,Female,47.0,2023-08-08,2023-08-09,2023-08-10,4.0,Family,Bed & Breakfast,f,Direct,No Deposit,Contract,0,2.0,200.0,1482,109,1.0,0.0,Canceled,3,5.0,0.0,0,1.0,A_026,C_103
CUST_1506,Linda Holmes DVM,dylan78@example.com,Usa,Female,60.0,2023-08-08,2023-08-09,2023-08-10,5.0,Single,Sc,d,Corporate,No Deposit,Contract,0,2.0,80.0,360,352,1.0,2.0,Confirmed,3,6.9082020640956,50.0,0,2.0,A_020,C_101
CUST_1507,Elizabeth Walker,susan19@example.com,France,Male,61.0,2023-08-08,2023-08-09,2023-08-10,5.0,Single,Bb,l,Online Ta,Non-Refund,Group,4,4.0,0.0,1377,491,0.0,,No-Show,4,7.0,50.0,0,0.0,A_039,
CUST_1508,Alex Short,marvinhoward@example.com,United Kingdom,Other,49.0,2023-08-08,2023-08-09,2023-08-10,2.0,Children,Full Board,l,Complementary,Refundable,Transient-Party,0,4.0,100.0,651,495,1.0,2.0,No-Show,8,7.0,0.0,,3.0,A_042,C_105
CUST_1510,Tammy Moore,coopersamantha@example.net,USA,Other,87.0,2023-08-08,2023-08-09,2023-08-10,2.0,Family,Bb,a,Offline Ta/To,No Deposit,Transient,1,14.0,80.0,220,276,,0.0,No-Show,1,9.0,0.0,0,0.0,A_001,Unknown
CUST_1512,Kevin Hall,melissaberry@example.org,United Kingdom,Other,49.0,2023-08-09,2023-08-10,2023-08-11,3.0,Children,Fb,c,Online Ta,No Deposit,Transient,5,10.0,100.0,159,393,0.0,0.0,Check-Out,1,6.9082020640956,50.0,0,0.0,Unknown,C_102
CUST_1514,Nicholas Cummings,stonebarbara@example.com,USA,Male,66.0,2023-08-09,2023-08-10,2023-08-11,3.0,Family,Bed & Breakfast,L,Corporate,Non-Refund,Transient,1,1.0,200.0,187,451,0.0,0.0,Pending,9,6.9082020640956,0.0,0,2.0,A_008,C_101
CUST_1515,Carrie Petersen,jodisutton@example.com,United Kingdom,Female,84.0,2023-08-09,2023-08-10,2023-08-11,3.0,Single,Bb,f,Corporate,Non Refund,Contract,3,14.0,120.0,237,29,,3.0,No-Show,,6.9082020640956,100.0,0,3.0,A_042,C_101
CUST_1516,Kenneth Velez,uwilson@example.com,Germany,Male,59.0,2023-08-09,2023-08-10,2023-08-11,0.0,Couple,Bed & Breakfast,c,Groups,No Deposit,Contract,5,3.0,120.0,121,381,,1.0,Confirmed,,6.9082020640956,50.0,0,0.0,A_016,C_101
CUST_1518,Blake Brown,kara13@example.net,France,Non-Binary,74.0,2023-08-09,2023-08-10,2023-08-11,0.0,Couple,Full Board,G,Groups,Non Refund,Contract,0,14.0,100.0,51,402,1.0,1.0,Check-Out,9,6.9082020640956,500.0,0,0.0,A_006,C_104
CUST_1519,Hannah Montoya,smoore@example.org,Australia,Male,18.0,2023-08-10,2023-08-11,2023-08-12,3.0,Group,Bed & Breakfast,D,Complementary,Refundable,Contract,5,23.5,0.0,154,456,1.0,3.0,Check-Out,8,2.0,50.0,,0.0,A_027,
CUST_1520,Sean Kane,barrytanya@example.org,United Kingdom,Female,26.0,2023-08-10,2023-08-11,2023-08-12,0.0,Family,Bed & Breakfast,E,Corporate,Non-Refund,,3,4.0,300.0,1435,483,1.0,2.0,Pendingcxl,5,6.9082020640956,0.0,0,0.0,Unknown,C_104
CUST_1521,Marissa Guzman,ethomas@example.net,France,Non-Binary,80.0,2023-08-10,2023-08-11,2023-08-12,1.0,Transient,Bb,a,Groups,Non-Refund,Transient,5,23.5,50.0,1010,364,0.0,4.0,Canceled,,6.9082020640956,50.0,0,,A_021,C_101
CUST_1522,Paula Reyes,john64@example.org,France,Male,26.0,2023-08-10,2023-08-11,2023-08-12,4.0,Group,Bed & Breakfast,E,Corporate,No Deposit,Group,0,1.0,150.0,154,166,0.0,3.0,Confirmed,6,10.0,0.0,0,1.0,A_004,C_101
CUST_1523,Andrew Fernandez,lynnjames@example.org,United Kingdom,Female,42.0,2023-08-10,2023-08-11,2023-08-12,2.0,Transient,Bed & Breakfast,F,Corporate,Non Refundable,Transient,2,3.0,0.0,267,66,1.0,,Pendingcxl,3,4.0,0.0,0,3.0,A_037,C_102
CUST_1524,Jonathan Walker,phillipsjamie@example.net,United Kingdom,Female,24.0,2023-08-10,2023-08-11,2023-08-12,1.0,Family,Sc,p,Direct,Non Refund,Transient-Party,2,5.0,505.0,1066,256,0.0,2.0,Confirmed,5,6.9082020640956,500.0,0,3.0,A_018,C_102
CUST_1525,Monique Long,jonesshaun@example.org,Argentina,Female,36.0,2023-08-10,2023-08-11,2023-08-12,4.0,Children,Full Board,a,Offline Ta/To,Refundable,Contract,1,3.0,120.0,1187,483,,4.0,No-Show,8,6.0,200.0,0,1.0,A_043,Unknown
CUST_1526,Kurt Wagner,qduffy@example.com,Brazil,Female,44.0,2023-08-11,2023-08-12,2023-08-13,4.0,Single,Bed & Breakfast,F,Direct,Refundable,Group,0,23.5,300.0,791,293,2.0,1.0,No-Show,excellent,2.0,500.0,,0.0,A_041,C_102
CUST_1527,Donna Foster,wolfekevin@example.com,France,Female,34.0,2023-08-11,2023-08-12,2023-08-13,2.0,Adults,Bed & Breakfast,c,Offline Ta/To,Non-Refund,Group,0,3.0,0.0,107,15,2.0,4.0,Pending,9,3.0,0.0,0,1.0,A_011,C_105
CUST_1528,Angela Duncan,jared69@example.net,Germany,Female,29.0,2023-08-11,2023-08-12,2023-08-13,1.0,Couple,Sc,a,Online Ta,Refundable,Transient,2,23.5,200.0,411,337,1.0,2.0,Check-Out,excellent,3.0,0.0,0,0.0,A_043,C_103
CUST_1530,Raymond Anderson,frowland@example.com,Argentina,Male,88.0,2023-08-11,2023-08-12,2023-08-13,4.0,Adults,Fb,P,Offline Ta/To,No Deposit,Transient,10,5.0,100.0,812,199,,3.0,Check-Out,5,7.0,50.0,0,2.0,Unknown,C_101
CUST_1531,Kristin Freeman,anthony76@example.net,USA,Male,44.0,2023-08-11,2023-08-12,2023-08-13,4.0,Single,Bed & Breakfast,f,Corporate,No Deposit,Group,4,2.0,0.0,148,223,,0.0,Pendingcxl,2,3.0,200.0,0,3.0,A_014,C_105
CUST_1532,Craig Gilbert,hendersonbrenda@example.com,United Kingdom,Female,48.0,2023-08-12,2023-08-13,2023-08-14,2.0,Children,Fb,p,Online Ta,Refundable,Transient,1,0.0,80.0,354,176,,3.0,Confirmed,3,8.0,50.0,,3.0,A_043,C_103
CUST_1535,Michael Henderson,amy13@example.net,USA,Male,72.0,2023-08-12,2023-08-13,2023-08-14,1.0,Transient,Sc,A,Complementary,Refundable,Transient-Party,5,1.0,505.0,641,283,1.0,4.0,No-Show,3,5.0,0.0,0,2.0,A_037,C_101
CUST_1536,Erica Wheeler,gibsonkaitlyn@example.org,Australia,Female,77.0,2023-08-12,2023-08-13,2023-08-14,3.0,Couple,Hb,c,Aviation,No Deposit,Transient,0,10.0,200.0,1207,97,,1.0,Check-Out,good,6.9082020640956,500.0,0,2.0,Unknown,C_104
CUST_1537,Eric Huerta,tjohnson@example.net,Usa,Female,57.0,2023-08-12,2023-08-13,2023-08-14,5.0,Single,Hb,g,Groups,No Deposit,Transient,0,23.5,200.0,1019,226,1.0,,Canceled,poor,6.9082020640956,500.0,0,0.0,A_041,C_105
CUST_1538,Wanda Ramos,arobinson@example.org,United Kingdom,Male,39.0,2023-08-12,2023-08-13,2023-08-14,0.0,Transient,Fb,L,Online Ta,Non Refundable,Transient,0,4.0,80.0,384,277,0.0,,Pendingcxl,excellent,8.0,200.0,1,1.0,A_016,C_101
CUST_1539,Amanda Meyers,suttonbrittney@example.net,Spain,Female,43.0,2023-08-13,2023-08-14,2023-08-15,3.0,Transient,Bed & Breakfast,H,Direct,Non Refund,Contract,0,3.0,80.0,1455,409,,4.0,Canceled,,6.9082020640956,200.0,0,2.0,A_031,C_104
CUST_1540,James Todd,wallssean@example.net,Brazil,Male,54.0,2023-08-13,2023-08-14,2023-08-15,4.0,Couple,Bb,H,Direct,No Deposit,Contract,0,4.0,250.0,1333,457,1.0,3.0,Canceled,1,7.0,100.0,0,0.0,A_035,C_101
CUST_1541,Brian Brown,steventerry@example.com,Usa,Male,72.0,2023-08-13,2023-08-14,2023-08-15,3.0,Group,Hb,L,Online Ta,Non-Refund,Transient,0,10.0,120.0,520,155,2.0,3.0,Confirmed,2,8.0,500.0,0,0.0,A_006,C_101
CUST_1542,Tammy Melton,kingdavid@example.net,Unknown,Female,40.0,2023-08-13,2023-08-14,2023-08-15,0.0,Transient,Sc,c,Online Ta,Non-Refund,Contract,3,7.0,120.0,1490,378,0.0,2.0,No-Show,,6.9082020640956,50.0,0,0.0,Unknown,C_104
CUST_1543,Alexis Benson,cthompson@example.com,France,Other,49.0,2023-08-13,2023-08-14,2023-08-15,0.0,Adults,Fb,G,Offline Ta/To,Refundable,Transient-Party,0,5.0,505.0,1448,230,0.0,2.0,Check-Out,poor,7.0,100.0,,1.0,A_015,C_101
CUST_1545,Joshua Harris,mcdanieltanya@example.org,United Kingdom,Male,54.0,2023-08-13,2023-08-14,2023-08-15,2.0,Couple,Bed & Breakfast,P,Groups,No Deposit,Transient-Party,0,2.0,80.0,409,46,1.0,3.0,No-Show,8,6.9082020640956,50.0,0,0.0,Unknown,C_101
CUST_1547,Charles Hale,kelseywilliams@example.org,Japan,Female,43.0,2023-08-14,2023-08-15,2023-08-16,0.0,Adults,Undefined,C,Online,Non Refund,Transient,1,2.0,0.0,217,270,2.0,4.0,Pending,6,10.0,50.0,0,1.0,A_040,C_104
CUST_1548,Kevin Alvarado,matthewvega@example.com,Portugal,Male,52.0,2023-08-14,2023-08-15,2023-08-16,2.0,Group,Bed & Breakfast,d,Online,Refundable,Transient,0,23.5,120.0,74,472,,0.0,Confirmed,fair,7.0,100.0,0,2.0,A_005,C_105
CUST_1549,Christopher Campbell,jenniferstokes@example.org,Spain,Male,79.0,2023-08-14,2023-08-15,2023-08-16,4.0,Family,Bed & Breakfast,d,Groups,Refundable,Transient-Party,4,5.0,120.0,1431,385,0.0,4.0,Check-Out,2,6.9082020640956,500.0,0,0.0,A_024,C_103
CUST_1550,Luke Brown,martindavid@example.net,Canada,Male,28.0,2023-08-14,2023-08-15,2023-08-16,0.0,Children,Hb,g,Complementary,No Deposit,Contract,1,5.0,300.0,402,276,1.0,0.0,No-Show,,8.0,0.0,0,0.0,A_007,C_103
CUST_1551,Adam Price,kimmichael@example.net,Canada,Female,64.0,2023-08-14,2023-08-15,2023-08-16,2.0,Couple,Sc,E,Direct,Refundable,Contract,0,5.0,200.0,1319,257,1.0,1.0,Check-Out,1,10.0,500.0,0,0.0,Unknown,C_105
CUST_1552,Samuel Keller,hsmith@example.net,Unknown,Female,68.0,2023-08-14,2023-08-15,2023-08-16,4.0,Adults,Undefined,E,Online Ta,Refundable,Contract,4,3.0,300.0,1013,121,2.0,0.0,Pending,2,8.0,0.0,0,1.0,A_047,C_101
CUST_1553,Alicia Dillon,cynthia16@example.com,France,Male,66.0,2023-08-15,2023-08-16,2023-08-17,3.0,Single,Full Board,C,Complementary,Non-Refund,Transient-Party,5,5.0,150.0,796,500,0.0,0.0,No-Show,1,10.0,0.0,0,0.0,A_005,C_101
CUST_1555,Ariana Stewart DVM,brownjose@example.net,France,Male,78.0,2023-08-15,2023-08-16,2023-08-17,2.0,Single,Bb,a,Online Ta,Non Refundable,Transient,4,5.0,150.0,1285,140,0.0,3.0,Check-Out,1,2.0,200.0,0,1.0,A_016,C_101
CUST_1556,Cody Mason,thomas83@example.org,United Kingdom,Female,74.0,2023-08-15,2023-08-16,2023-08-17,0.0,Transient,Bb,G,Direct,No Deposit,Transient,1,3.0,100.0,1019,125,1.0,,No-Show,1,1.5,0.0,0,1.0,A_025,C_104
CUST_1557,Tammy Smith,johnsonchristopher@example.org,United Kingdom,Non-Binary,72.0,2023-08-15,2023-08-16,2023-08-17,0.0,Adults,Fb,p,Complementary,Non-Refund,Contract,0,23.5,150.0,600,417,0.0,0.0,Confirmed,10,8.0,500.0,0,0.0,Unknown,C_103
CUST_1559,Brooke Reed,timothy29@example.com,Spain,Male,73.0,2023-08-15,2023-08-16,2023-08-17,4.0,Adults,Sc,g,Online Ta,Non-Refund,Transient-Party,2,1.0,300.0,993,181,2.0,4.0,Confirmed,4,10.0,500.0,0,2.0,Unknown,C_101
CUST_1560,Mario Young,castrojesse@example.org,United Kingdom,Male,54.0,2023-08-16,2023-08-17,2023-08-18,5.0,Group,Half Board,D,Online Ta,Refundable,Contract,0,3.0,120.0,1431,22,1.0,3.0,Check-Out,5,10.0,500.0,,0.0,Unknown,C_101
CUST_1561,Jonathan Cain DDS,dean60@example.com,United Kingdom,Male,79.0,2023-08-16,2023-08-17,2023-08-18,4.0,Transient,Bb,e,Online Ta,Non Refundable,Group,1,5.0,0.0,1468,310,1.0,2.0,Check-Out,8,4.0,50.0,0,0.0,A_002,C_105
CUST_1562,Steve Briggs,dixonalexander@example.net,United Kingdom,Other,20.0,2023-08-16,2023-08-17,2023-08-18,5.0,Transient,Bb,A,Complementary,Refundable,Transient,1,4.0,250.0,1389,419,0.0,1.0,Check-Out,3,2.0,0.0,0,2.0,A_018,C_101
