Order ID,Order Date,Ship Date,Customer Name,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-95066,2023-09-06,2023-09-10,Sandra Hernandez,Home Office,South,Texas,Technology,Machines,235.56,6,0.27,21.12
ORD-33906,2022-05-03,2022-05-08,Sarah Martinez,Consumer,East,Maryland,Office Supplies,Labels,1994.86,7,0.0,487.13
ORD-12932,2022-09-11,2022-09-25,Michael Martin,Corporate,North,Illinois,Technology,Copiers,2154.56,9,0.03,307.2
ORD-30077,2023-03-18,2023-03-29,Joshua Harris,Home Office,East,Massachusetts,Furniture,Bookcases,845.03,3,0.17,132.97
ORD-46122,2023-06-23,2023-07-02,Andrew Thomas,Consumer,South,Virginia,Technology,Accessories,869.08,5,,125.85
ORD-51843,2023-04-07,2023-04-08,Donna Rodriguez,Corporate,North,Ohio,Office Supplies,Art,434.93,4,0.32,20.7
ORD-66611,2023-01-04,2023-01-12,Andrew Garcia,Home Office,West,California,Office Supplies,Envelopes,800.12,3,,-48.13
ORD-90280,2020-04-20,2020-04-28,Susan Lopez,Corporate,South,Georgia,Furniture,Bookcases,548.55,10,0.23,34.42
ORD-16257,2020-08-12,2020-08-14,Christopher Martin,Corporate,East,Maryland,Office Supplies,Paper,198.7,5,0.12,54.37
ORD-44395,2023-11-22,2023-12-01,Sandra Taylor,Corporate,South,Florida,Office Supplies,Art,292.27,6,0.2,39.65
ORD-94955,2023-07-22,2023-07-30,Nancy Anderson,Corporate,North,Michigan,Technology,Accessories,452.36,4,0.31,-29.1
ORD-28948,2023-01-03,2023-01-09,Ashley White,Corporate,East,Delaware,Furniture,Bookcases,2116.67,10,0.15,596.88
ORD-22808,2023-08-31,2023-09-07,Linda Harris,Corporate,North,Pennsylvania,Technology,Accessories,400.62,4,0.21,94.31
ORD-95878,2023-07-30,2023-08-04,Michael Rodriguez,Corporate,North,Ohio,Furniture,Furnishings,2093.99,7,0.4,-69.75
ORD-22585,2021-06-05,2021-06-17,Kimberly Lopez,Corporate,West,Washington,Office Supplies,Binders,2118.92,6,0.29,380.45
ORD-38410,2022-10-19,2022-10-24,Mary Miller,Corporate,West,California,Furniture,Furnishings,350.34,10,0.41,-30.94
ORD-55604,2023-06-15,2023-06-26,Matthew Anderson,Consumer,North,New York,Office Supplies,Binders,852.96,10,0.4,-81.02
ORD-81171,2022-06-04,2022-06-16,Michael Gonzalez,Home Office,South,Virginia,Office Supplies,Art,1143.08,3,0.05,222.42
ORD-40978,2023-09-23,2023-10-02,Daniel Miller,Home Office,West,Nevada,Office Supplies,Paper,679.2,7,0.24,183.25
ORD-56667,2023-12-11,2023-12-20,Sandra Jones,Home Office,West,California,Office Supplies,Binders,251.98,3,0.27,61.68
ORD-38001,2021-04-17,2021-04-30,John Rodriguez,Corporate,North,Pennsylvania,Technology,Phones,938.33,4,0.02,248.02
ORD-31622,2022-10-05,2022-10-16,Charles Thomas,Corporate,South,North Carolina,Office Supplies,Paper,3054.38,10,0.21,828.07
ORD-45131,2022-12-01,2022-12-02,Nancy Harris,Consumer,North,New York,Office Supplies,Paper,1156.09,7,0.42,-89.01
ORD-13301,2022-11-17,2022-11-20,Emily Rodriguez,Corporate,South,North Carolina,Furniture,Furnishings,480.29,2,0.07,115.7
ORD-61162,2022-05-28,2022-06-07,Richard Sanchez,Consumer,North,Pennsylvania,Technology,Chairs,913.1,3,0.04,83.64
ORD-30849,2022-02-12,2022-02-14,Lisa Sanchez,Consumer,West,Colorado,Technology,Chairs,1158.3,10,0.43,15.91
ORD-51742,2022-07-13,2022-07-18,Barbara Lopez,Home Office,East,Maryland,Office Supplies,Paper,2389.18,6,0.14,
ORD-22786,2023-11-09,2023-11-18,Mark Miller,Home Office,East,New Jersey,Furniture,Furnishings,1622.56,9,0.48,-127.12
ORD-37010,2023-02-05,2023-02-19,Margaret Taylor,Home Office,North,Illinois,Furniture,Furnishings,833.14,5,0.39,28.89
ORD-75097,2020-06-13,2020-06-18,Thomas Perez,Corporate,South,Florida,Furniture,Chairs,1022.0,9,0.12,119.31
ORD-17820,2020-07-18,2020-07-20,Matthew Smith,Consumer,West,Washington,Technology,Chairs,984.08,4,0.0,240.54
ORD-48152,2022-08-17,2022-08-25,Margaret Brown,Consumer,North,Michigan,Technology,Machines,1883.93,9,0.12,162.2
ORD-89128,2022-02-03,2022-02-04,Anthony Garcia,Corporate,West,Nevada,Technology,Phones,45.72,2,0.25,8.52
ORD-77652,2022-03-19,2022-03-28,Andrew Davis,Consumer,East,New Jersey,Technology,Machines,369.6,1,0.11,33.43
ORD-48977,2023-09-02,2023-09-08,Karen Brown,Corporate,East,Delaware,Office Supplies,Envelopes,1425.75,10,0.31,-73.52
ORD-99743,2021-04-17,2021-04-27,Robert Jackson,Home Office,North,Michigan,Office Supplies,Labels,666.07,8,0.32,-53.55
ORD-96770,2020-08-22,2020-09-03,Nancy Moore,Home Office,West,California,Furniture,Chairs,1943.51,10,0.05,361.9
ORD-85966,2022-03-12,2022-03-20,Lisa Robinson,Consumer,West,Arizona,Furniture,Chairs,512.12,4,0.03,141.0
ORD-28159,2021-11-29,2021-12-02,Margaret Jackson,Corporate,North,Pennsylvania,Furniture,Chairs,187.14,1,0.28,26.52
ORD-46221,2022-11-19,2022-11-20,Joseph Harris,Consumer,South,Florida,Office Supplies,Labels,552.98,9,0.41,14.31
ORD-93725,2020-06-18,2020-06-19,Jennifer Thomas,Corporate,East,Maryland,Furniture,Bookcases,557.43,5,0.17,107.85
ORD-55240,2020-09-07,2020-09-08,Elizabeth Robinson,Consumer,North,Ohio,Furniture,Chairs,415.96,9,0.12,55.16
ORD-77269,2023-07-24,2023-08-03,Joseph Hernandez,Home Office,West,Colorado,Technology,Phones,1936.24,10,0.23,335.43
ORD-73692,2023-12-03,2023-12-04,Mark Robinson,Consumer,North,Ohio,Office Supplies,Labels,87.28,1,0.45,-7.03
ORD-60067,2020-01-10,2020-01-16,Kimberly Jackson,Consumer,West,Arizona,Technology,Chairs,1240.0,6,0.1,235.17
ORD-25113,2023-02-15,2023-02-23,Patricia Smith,Corporate,West,Nevada,Technology,Machines,975.12,7,0.14,278.33
ORD-95990,2023-04-17,2023-04-30,Jessica Johnson,Home Office,West,Washington,Furniture,Furnishings,496.48,4,0.11,123.03
ORD-69138,2021-11-13,2021-11-26,Karen Moore,Corporate,East,Massachusetts,Furniture,Chairs,1184.7,5,0.45,-14.22
ORD-67512,2021-03-20,2021-04-03,Lisa Ramirez,Consumer,North,Ohio,Office Supplies,Binders,162.01,5,0.08,32.17
ORD-86503,2022-01-07,2022-01-21,Michael Brown,Home Office,East,Maryland,Office Supplies,Binders,377.48,1,,63.48
ORD-50196,2022-07-09,2022-07-15,Elizabeth Taylor,Corporate,East,Maryland,Office Supplies,Envelopes,505.98,10,0.4,-21.2
ORD-85578,2021-03-06,2021-03-11,Susan Jackson,Home Office,East,Massachusetts,Technology,Phones,95.43,1,0.3,21.12
ORD-79261,2021-12-15,2021-12-27,Joshua Garcia,Corporate,North,Michigan,Office Supplies,Labels,1796.02,7,0.03,508.04
ORD-81809,2022-09-02,2022-09-03,Joshua Lopez,Home Office,West,Nevada,Office Supplies,Envelopes,2591.75,8,0.02,498.59
ORD-63250,2020-10-22,2020-10-29,Mark Williams,Consumer,West,Nevada,Technology,Chairs,435.57,2,0.03,
ORD-56870,2020-09-09,2020-09-12,Anthony Moore,Home Office,West,Washington,Furniture,Chairs,233.08,3,0.14,22.88
ORD-41700,2020-04-16,2020-04-29,Thomas Rodriguez,Consumer,South,Virginia,Technology,Chairs,1431.46,7,0.01,325.07
ORD-13608,2022-02-12,2022-02-22,Daniel Lee,Corporate,South,Texas,Office Supplies,Labels,606.01,3,0.1,163.62
ORD-52351,2020-10-14,2020-10-24,Jessica Thomas,Corporate,North,Pennsylvania,Technology,Accessories,193.49,1,0.02,55.15
ORD-43267,2022-12-23,2023-01-06,Lisa Davis,Home Office,East,Massachusetts,Technology,Machines,551.86,2,,131.54
ORD-78194,2020-01-21,2020-01-26,Dorothy Sanchez,Consumer,East,Massachusetts,Office Supplies,Paper,409.47,1,0.16,62.46
ORD-49673,2020-09-27,2020-10-03,Kimberly Taylor,Corporate,North,Michigan,Technology,Machines,136.83,8,0.27,13.01
ORD-39974,2023-04-23,2023-04-26,Robert Lewis,Consumer,North,Pennsylvania,Furniture,Furnishings,498.69,2,0.31,-25.48
ORD-62597,2022-04-29,2022-05-03,Dorothy Harris,Home Office,South,Virginia,Office Supplies,Labels,3267.25,8,0.08,569.37
ORD-19999,2021-05-30,2021-06-12,Barbara Jackson,Consumer,East,Delaware,Office Supplies,Envelopes,511.63,2,0.24,75.76
ORD-49376,2020-08-23,2020-08-30,Donald Smith,Consumer,South,Florida,Furniture,Chairs,297.18,1,0.16,28.14
ORD-73919,2021-10-01,2021-10-07,William White,Home Office,North,Pennsylvania,Furniture,Tables,427.06,1,0.04,59.88
ORD-58047,2021-07-10,2021-07-12,David Perez,Corporate,East,Delaware,Office Supplies,Labels,863.57,2,0.03,130.79
ORD-27250,2022-08-13,2022-08-19,Betty Perez,Home Office,North,New York,Office Supplies,Paper,1132.01,10,0.22,290.14
ORD-40121,2022-03-26,2022-03-27,Richard Miller,Corporate,East,Massachusetts,Technology,Copiers,136.68,1,0.29,39.38
ORD-28580,2021-05-02,2021-05-14,Margaret Johnson,Home Office,South,North Carolina,Technology,Phones,198.85,2,0.43,9.28
ORD-30123,2021-04-14,2021-04-17,Lisa Taylor,Corporate,West,California,Office Supplies,Labels,325.06,2,0.31,-27.84
ORD-15804,2020-08-06,2020-08-16,Mary Martin,Corporate,West,Colorado,Office Supplies,Paper,713.42,3,0.18,43.91
ORD-83708,2020-11-12,2020-11-21,Elizabeth Jackson,Home Office,East,Connecticut,Furniture,Tables,1936.55,8,,-26.53
ORD-35913,2022-09-03,2022-09-13,Paul Lee,Corporate,South,Virginia,Furniture,Bookcases,1319.23,6,0.46,-116.62
ORD-37657,2023-05-22,2023-06-02,Mary Lewis,Corporate,North,Ohio,Technology,Chairs,3112.83,8,0.17,391.21
ORD-24509,2021-09-26,2021-09-29,William Gonzalez,Corporate,West,Washington,Technology,Machines,122.18,3,0.17,34.38
ORD-41160,2023-11-20,2023-11-22,Jessica Harris,Consumer,East,Delaware,Office Supplies,Envelopes,1073.48,7,0.35,-79.68
ORD-43801,2021-08-31,2021-09-04,Karen Martin,Home Office,East,Connecticut,Technology,Accessories,537.24,8,0.26,157.75
ORD-59334,2022-01-11,2022-01-19,Joseph Lewis,Consumer,East,Maryland,Technology,Accessories,1679.15,9,0.43,42.38
ORD-90397,2023-03-16,2023-03-17,Christopher Jones,Consumer,East,Delaware,Technology,Phones,1647.03,5,0.24,
ORD-92114,2020-03-03,2020-03-15,Anthony Thompson,Consumer,East,New Jersey,Technology,Phones,1113.37,6,0.24,91.14
ORD-31992,2022-04-10,2022-04-17,Joshua Jones,Home Office,South,Florida,Office Supplies,Art,349.89,1,0.11,37.69
ORD-88044,2020-06-22,2020-07-04,Elizabeth Anderson,Corporate,North,New York,Technology,Accessories,1361.39,4,0.05,324.06
ORD-34162,2021-01-08,2021-01-15,Anthony Jackson,Corporate,North,Ohio,Office Supplies,Art,179.61,1,0.44,-3.91
ORD-26498,2023-06-04,2023-06-17,Sarah Anderson,Consumer,South,Georgia,Technology,Copiers,1342.51,5,0.08,281.04
ORD-94853,2021-10-23,2021-11-02,Daniel Davis,Corporate,West,Nevada,Office Supplies,Binders,917.93,10,0.01,144.87
ORD-31433,2021-09-08,2021-09-16,Robert White,Home Office,South,North Carolina,Office Supplies,Binders,1063.03,4,0.07,205.87
ORD-93382,2020-04-23,2020-04-30,Karen Jones,Corporate,West,Nevada,Furniture,Bookcases,793.32,8,0.25,185.94
ORD-52583,2021-10-13,2021-10-18,Linda Gonzalez,Home Office,North,Ohio,Furniture,Tables,602.78,10,0.25,136.43
ORD-18017,2022-06-05,2022-06-13,Karen Davis,Corporate,East,Delaware,Furniture,Tables,155.36,10,0.2,20.18
ORD-37788,2023-10-07,2023-10-17,Kimberly Thompson,Consumer,East,Connecticut,Technology,Machines,355.51,4,0.17,91.3
ORD-76970,2020-07-20,2020-07-24,Lisa Davis,Consumer,North,Michigan,Furniture,Bookcases,1912.92,4,0.03,297.99
ORD-23299,2021-01-01,2021-01-04,Richard Thompson,Corporate,West,Arizona,Furniture,Bookcases,945.39,8,0.08,129.24
ORD-52493,2020-05-28,2020-06-04,Michael Clark,Consumer,South,Florida,Furniture,Bookcases,41.03,1,0.24,11.77
ORD-52502,2022-12-30,2023-01-13,Sarah Jones,Corporate,North,Illinois,Office Supplies,Binders,677.7,3,0.45,0.86
ORD-54680,2022-03-16,2022-03-21,Nancy Clark,Consumer,North,Illinois,Technology,Chairs,254.72,6,0.43,-16.59
ORD-14665,2022-09-22,2022-10-05,Daniel Lewis,Home Office,North,Illinois,Furniture,Tables,310.44,1,0.17,72.12
ORD-50640,2023-06-05,2023-06-10,Charles Lopez,Consumer,West,California,Office Supplies,Envelopes,1900.07,8,0.47,-78.19
ORD-40227,2020-12-21,2020-12-30,Mary Clark,Home Office,South,Georgia,Office Supplies,Paper,1389.37,7,0.06,363.1
ORD-19756,2023-10-06,2023-10-17,David Smith,Home Office,East,Maryland,Furniture,Bookcases,362.19,1,0.23,46.42
ORD-47901,2020-11-11,2020-11-12,Joshua Anderson,Corporate,West,Colorado,Office Supplies,Envelopes,716.71,8,0.44,2.06
ORD-65372,2020-02-19,2020-02-28,Christopher Harris,Consumer,North,New York,Furniture,Chairs,1879.94,7,0.37,18.62
ORD-88629,2020-10-31,2020-11-08,Robert Rodriguez,Home Office,North,Illinois,Technology,Chairs,933.69,7,0.33,-59.33
ORD-78551,2020-08-21,2020-08-28,Jennifer Taylor,Home Office,West,Colorado,Technology,Accessories,1482.42,6,0.47,-138.07
ORD-55943,2023-07-09,2023-07-10,Paul Harris,Home Office,West,Arizona,Office Supplies,Labels,233.98,3,0.19,13.7
ORD-72805,2020-11-15,2020-11-27,Linda Perez,Corporate,South,Texas,Technology,Copiers,1247.26,5,0.22,205.21
ORD-56098,2022-05-10,2022-05-15,Paul Davis,Consumer,West,Colorado,Furniture,Chairs,189.59,1,0.38,8.12
ORD-78213,2023-05-10,2023-05-20,Daniel Martinez,Home Office,East,New Jersey,Technology,Accessories,1545.48,10,0.27,421.8
ORD-44106,2022-03-04,2022-03-12,Steven White,Corporate,North,Michigan,Office Supplies,Labels,237.56,7,0.22,45.21
ORD-74411,2020-07-25,2020-07-27,Daniel Perez,Corporate,East,Massachusetts,Office Supplies,Binders,2473.8,10,0.4,-170.48
ORD-49802,2021-05-24,2021-06-06,Mary White,Consumer,North,Michigan,Furniture,Tables,250.49,1,0.07,72.73
ORD-66167,2021-11-09,2021-11-22,Donald Sanchez,Consumer,South,North Carolina,Technology,Machines,427.8,4,0.01,61.87
ORD-83034,2022-09-12,2022-09-14,Christopher Moore,Home Office,South,North Carolina,Furniture,Bookcases,85.43,8,0.34,-7.22
ORD-44422,2023-09-23,2023-09-24,Mary Perez,Consumer,East,Massachusetts,Office Supplies,Art,77.47,1,0.5,3.79
ORD-76490,2020-03-15,2020-03-26,Sandra Davis,Home Office,South,Virginia,Office Supplies,Envelopes,507.49,9,0.26,73.27
ORD-61344,2021-03-15,2021-03-16,Patricia Smith,Consumer,East,Connecticut,Technology,Chairs,108.35,1,0.29,
ORD-90620,2021-09-21,2021-10-01,Michael Anderson,Consumer,North,Michigan,Technology,Accessories,2343.38,10,0.28,301.18
ORD-45582,2022-04-26,2022-05-09,Richard Lopez,Corporate,South,Virginia,Technology,Machines,593.84,2,0.26,52.96
ORD-54148,2020-11-13,2020-11-21,David Davis,Corporate,West,California,Furniture,Tables,422.39,1,0.06,51.42
ORD-58795,2022-02-21,2022-03-05,Jennifer Perez,Corporate,West,California,Furniture,Bookcases,1646.88,6,0.26,422.45
ORD-23407,2022-11-23,2022-12-07,John Wilson,Home Office,South,Virginia,Furniture,Bookcases,1953.15,7,0.22,488.79
ORD-33552,2021-03-21,2021-03-31,Sarah Thomas,Consumer,West,Colorado,Technology,Accessories,2772.13,10,0.02,692.8
ORD-64563,2020-06-18,2020-06-24,Kimberly Sanchez,Consumer,West,Nevada,Technology,Accessories,365.88,5,0.15,31.53
ORD-44016,2023-11-22,2023-12-01,Richard White,Consumer,East,Delaware,Technology,Machines,415.59,2,0.12,68.78
ORD-49348,2022-01-21,2022-01-22,Elizabeth Gonzalez,Consumer,North,New York,Technology,Phones,1941.89,7,0.32,73.82
ORD-25928,2023-05-22,2023-06-04,Mary Rodriguez,Consumer,West,California,Office Supplies,Binders,1679.46,8,0.47,52.07
ORD-84430,2020-09-11,2020-09-25,Elizabeth Lewis,Consumer,South,Georgia,Office Supplies,Labels,673.63,5,0.36,-11.57
ORD-37711,2021-08-15,2021-08-17,Jennifer Miller,Consumer,South,Georgia,Furniture,Bookcases,95.19,2,0.26,25.17
ORD-83710,2023-07-21,2023-07-23,William Hernandez,Corporate,North,Ohio,Furniture,Tables,464.49,2,0.22,23.48
ORD-50870,2022-07-11,2022-07-12,Patricia Sanchez,Home Office,East,Maryland,Furniture,Bookcases,835.45,7,0.23,212.52
ORD-70132,2022-12-14,2022-12-18,Daniel Harris,Consumer,North,Pennsylvania,Furniture,Bookcases,1457.8,7,0.14,417.79
ORD-29984,2022-07-26,2022-08-01,Sandra White,Home Office,West,Colorado,Office Supplies,Binders,570.49,5,0.01,170.17
ORD-68947,2021-06-27,2021-07-02,Jessica Martin,Home Office,West,California,Technology,Chairs,263.46,2,0.35,11.97
ORD-90592,2021-08-14,2021-08-16,Matthew Smith,Consumer,West,Arizona,Furniture,Chairs,1405.58,4,0.08,228.73
ORD-40637,2020-05-13,2020-05-25,Jessica Williams,Home Office,North,Ohio,Office Supplies,Envelopes,478.33,1,0.04,95.97
ORD-94411,2021-11-11,2021-11-16,Betty Johnson,Corporate,North,Pennsylvania,Office Supplies,Paper,75.87,7,0.47,-4.39
ORD-48088,2022-12-03,2022-12-10,Dorothy Jackson,Corporate,East,Delaware,Office Supplies,Labels,987.04,5,0.25,164.66
ORD-95148,2021-05-19,2021-05-26,James Harris,Consumer,North,New York,Office Supplies,Envelopes,741.55,2,0.22,178.94
ORD-39087,2023-09-01,2023-09-09,Robert Anderson,Corporate,East,Delaware,Furniture,Tables,3988.32,9,0.05,273.08
ORD-23974,2023-03-21,2023-04-02,Mary Garcia,Corporate,North,New York,Office Supplies,Labels,267.84,2,0.13,76.66
ORD-56749,2021-11-15,2021-11-29,Joseph Davis,Home Office,West,Nevada,Office Supplies,Paper,2193.1,9,,332.89
ORD-54884,2022-02-05,2022-02-08,Susan White,Consumer,North,Michigan,Technology,Phones,1490.33,4,0.18,401.06
ORD-17261,2021-09-29,2021-10-09,Daniel Miller,Home Office,South,North Carolina,Technology,Machines,2146.14,7,0.36,-17.14
ORD-94881,2022-07-23,2022-07-27,Margaret Thompson,Consumer,West,Washington,Technology,Accessories,651.97,3,0.14,150.41
ORD-35700,2023-02-21,2023-03-07,Donna Jones,Corporate,West,Arizona,Technology,Chairs,1072.7,8,0.33,-34.34
ORD-22122,2021-06-18,2021-06-30,Linda Lewis,Consumer,South,Georgia,Technology,Chairs,869.83,8,0.46,35.3
ORD-66416,2020-01-13,2020-01-19,Sandra Martin,Corporate,North,Michigan,Furniture,Bookcases,1019.09,3,0.06,149.95
ORD-54433,2020-02-20,2020-02-27,Karen Gonzalez,Home Office,South,Georgia,Office Supplies,Envelopes,642.42,4,0.41,-6.81
ORD-12041,2020-07-27,2020-08-01,Joseph Martin,Home Office,East,Massachusetts,Office Supplies,Binders,260.44,4,0.13,58.31
ORD-22983,2023-01-12,2023-01-19,Joshua Clark,Corporate,South,Georgia,Office Supplies,Paper,264.06,1,0.16,24.67
ORD-17024,2020-01-15,2020-01-16,Jennifer Clark,Home Office,North,New York,Technology,Phones,1011.94,6,0.21,264.64
ORD-70250,2021-01-29,2021-02-07,Jennifer Jones,Corporate,East,Delaware,Technology,Copiers,12.07,2,0.43,0.01
ORD-82881,2022-11-14,2022-11-17,Andrew Martin,Home Office,South,Virginia,Office Supplies,Envelopes,214.79,1,0.38,7.18
ORD-83489,2022-04-09,2022-04-17,Thomas Perez,Consumer,South,Florida,Furniture,Chairs,932.25,5,0.26,
ORD-71106,2023-07-10,2023-07-14,John Martin,Home Office,West,Arizona,Office Supplies,Envelopes,127.44,3,0.06,37.96
ORD-81689,2020-10-05,2020-10-08,Christopher Brown,Consumer,West,Washington,Furniture,Furnishings,2090.84,8,0.19,432.48
ORD-39274,2020-02-29,2020-03-03,Joshua Davis,Consumer,West,Arizona,Furniture,Furnishings,867.62,7,0.25,179.09
ORD-87470,2020-05-15,2020-05-22,Elizabeth Davis,Corporate,West,Arizona,Furniture,Tables,2407.85,10,0.33,24.38
ORD-96322,2021-01-02,2021-01-08,Barbara Gonzalez,Consumer,South,North Carolina,Office Supplies,Binders,2602.6,10,0.12,523.78
ORD-91869,2023-03-08,2023-03-14,Thomas Rodriguez,Consumer,South,Georgia,Furniture,Furnishings,483.22,5,0.34,21.37
ORD-92548,2022-05-29,2022-06-11,John Martinez,Home Office,West,Colorado,Furniture,Chairs,778.86,4,0.11,43.68
ORD-78123,2020-02-20,2020-02-26,Charles Thompson,Home Office,West,Nevada,Furniture,Bookcases,1400.11,6,0.3,313.01
ORD-93926,2022-03-06,2022-03-18,Patricia Garcia,Consumer,West,Colorado,Office Supplies,Labels,1478.94,6,0.29,79.79
ORD-44923,2022-03-10,2022-03-14,Betty Gonzalez,Corporate,South,Texas,Office Supplies,Paper,91.87,1,0.11,16.28
ORD-19497,2023-01-01,2023-01-14,Donna Jackson,Consumer,South,Virginia,Office Supplies,Art,1245.5,10,0.48,-82.07
ORD-69686,2023-03-15,2023-03-19,Daniel Williams,Home Office,East,Maryland,Technology,Accessories,2131.48,10,0.48,-131.66
ORD-69171,2021-07-05,2021-07-16,Betty Robinson,Consumer,North,New York,Office Supplies,Paper,2836.47,8,0.01,
ORD-56549,2022-03-15,2022-03-26,Nancy Moore,Corporate,West,California,Furniture,Tables,279.03,5,0.37,-19.2
ORD-11889,2023-01-17,2023-01-18,Andrew Garcia,Corporate,West,Washington,Furniture,Tables,709.3,5,0.5,-16.53
ORD-39251,2020-12-16,2020-12-29,Dorothy Miller,Consumer,North,Michigan,Technology,Copiers,411.81,2,0.09,94.33
ORD-56287,2021-08-18,2021-08-27,David Smith,Corporate,South,Florida,Furniture,Furnishings,585.16,2,0.31,
ORD-28052,2023-01-20,2023-01-28,Ashley Martin,Corporate,North,Michigan,Technology,Chairs,488.6,7,0.38,-19.87
ORD-18679,2020-11-17,2020-11-27,Mary Smith,Home Office,East,Massachusetts,Office Supplies,Binders,86.89,6,0.44,-7.19
ORD-49790,2023-11-11,2023-11-20,Susan Thompson,Corporate,South,Florida,Office Supplies,Paper,212.84,1,0.01,63.64
ORD-27647,2020-09-21,2020-09-25,Joseph Smith,Corporate,North,Pennsylvania,Technology,Copiers,923.45,4,0.33,29.16
ORD-93852,2021-07-16,2021-07-20,Margaret Harris,Corporate,East,Connecticut,Technology,Phones,4452.65,10,0.07,256.18
ORD-89448,2020-08-17,2020-08-31,Margaret Martin,Corporate,West,Washington,Furniture,Furnishings,978.09,7,0.42,1.38
ORD-11212,2021-05-24,2021-05-28,John Smith,Consumer,East,Massachusetts,Office Supplies,Art,1340.44,7,0.05,261.48
ORD-10561,2020-03-03,2020-03-14,Kimberly Smith,Home Office,East,Massachusetts,Technology,Accessories,556.74,2,0.16,96.01
ORD-49232,2020-10-19,2020-10-29,Christopher Brown,Corporate,South,Virginia,Furniture,Tables,271.83,2,0.18,14.83
ORD-89932,2022-04-15,2022-04-25,Linda Hernandez,Home Office,West,California,Technology,Chairs,375.39,3,0.35,1.77
ORD-31318,2020-09-29,2020-10-10,Richard Anderson,Home Office,North,Ohio,Technology,Copiers,680.87,8,0.32,26.0
ORD-17505,2023-12-03,2023-12-17,Lisa White,Home Office,East,Maryland,Office Supplies,Paper,92.09,4,0.3,7.06
ORD-25179,2021-11-06,2021-11-19,Barbara Anderson,Consumer,East,Massachusetts,Technology,Machines,1458.91,8,0.35,-107.12
ORD-15292,2021-03-28,2021-03-30,Jessica Smith,Corporate,East,Delaware,Technology,Phones,510.9,5,0.45,18.07
ORD-76518,2020-01-15,2020-01-27,John Sanchez,Home Office,West,California,Technology,Machines,219.21,5,0.41,-1.89
ORD-38860,2022-01-23,2022-02-04,Robert Hernandez,Corporate,East,Massachusetts,Technology,Chairs,980.86,6,0.28,158.14
ORD-88588,2023-05-28,2023-06-11,Kimberly Davis,Consumer,North,Pennsylvania,Office Supplies,Labels,248.11,1,0.35,-7.4
ORD-28716,2022-06-24,2022-07-08,James Moore,Corporate,East,New Jersey,Furniture,Furnishings,2172.35,10,0.49,98.18
ORD-84768,2022-08-09,2022-08-10,Susan Miller,Consumer,East,Connecticut,Furniture,Chairs,1372.33,7,0.35,-59.84
ORD-11017,2022-11-18,2022-11-22,David Perez,Corporate,West,Nevada,Technology,Phones,2724.5,9,0.32,-32.68
ORD-39790,2020-01-15,2020-01-26,Jessica White,Corporate,East,Maryland,Furniture,Chairs,2261.98,10,0.3,439.57
ORD-87908,2020-09-16,2020-09-24,Susan Taylor,Consumer,East,Maryland,Furniture,Tables,2228.39,8,0.37,3.33
ORD-29075,2022-11-17,2022-11-23,Paul Harris,Home Office,West,Colorado,Technology,Phones,1478.91,5,0.39,-44.2
ORD-41812,2020-04-14,2020-04-26,Ashley Jackson,Home Office,North,New York,Office Supplies,Paper,1691.57,5,0.31,46.43
ORD-95652,2021-08-31,2021-09-13,Karen Rodriguez,Corporate,East,Maryland,Technology,Accessories,36.17,2,0.42,-1.43
ORD-32328,2022-05-22,2022-05-25,Karen Harris,Corporate,East,Massachusetts,Technology,Chairs,2305.24,8,0.42,-192.79
ORD-61249,2020-03-04,2020-03-17,Steven Miller,Home Office,East,Connecticut,Office Supplies,Labels,3536.09,10,0.26,739.78
ORD-84408,2020-04-20,2020-04-28,Mark Taylor,Home Office,West,Arizona,Technology,Accessories,547.5,4,0.46,-20.53
ORD-82373,2020-05-27,2020-06-03,Ashley Clark,Corporate,East,Connecticut,Office Supplies,Binders,880.76,4,0.03,191.55
ORD-71075,2022-08-11,2022-08-18,James Thomas,Consumer,South,Georgia,Technology,Phones,1314.46,9,0.27,117.22
ORD-35001,2021-02-08,2021-02-20,Richard Wilson,Home Office,East,Massachusetts,Furniture,Tables,1254.07,10,0.29,361.78
ORD-53650,2023-10-28,2023-11-10,Betty Hernandez,Consumer,South,Florida,Furniture,Tables,465.78,4,,104.14
ORD-53386,2020-08-31,2020-09-05,Patricia Miller,Home Office,West,Washington,Office Supplies,Labels,203.39,3,0.48,-5.63
ORD-19808,2021-08-21,2021-08-28,Daniel Hernandez,Home Office,East,New Jersey,Technology,Chairs,1151.53,6,0.17,342.19
ORD-29503,2020-03-16,2020-03-17,Richard Wilson,Corporate,North,Michigan,Office Supplies,Binders,2032.93,5,0.13,284.84
ORD-45926,2022-08-20,2022-09-02,Joshua Williams,Corporate,North,Pennsylvania,Furniture,Tables,841.07,3,0.24,207.26
ORD-64850,2021-10-27,2021-10-28,Elizabeth Robinson,Corporate,West,California,Furniture,Tables,2029.09,9,0.32,-10.45
ORD-57799,2022-03-01,2022-03-06,Jessica Perez,Corporate,West,Colorado,Technology,Accessories,101.64,1,0.47,-5.23
ORD-54578,2023-04-04,2023-04-10,Margaret Smith,Consumer,South,North Carolina,Furniture,Bookcases,2318.4,8,0.25,466.99
ORD-98101,2021-09-30,2021-10-13,Richard Jackson,Consumer,South,Florida,Office Supplies,Envelopes,3321.28,10,0.03,507.38
